date,max_temperature,precipitation,snow_depth,dow,weekday,trips
2018-01-03T00:00:00Z,30,0,0,3,TRUE,24299
2018-01-04T00:00:00Z,29,0.76,1.2,4,TRUE,1922
2018-01-05T00:00:00Z,19,0,7.1,5,TRUE,4972
2018-01-06T00:00:00Z,13,0,5.9,6,FALSE,4295
2018-01-07T00:00:00Z,18,0,5.9,0,FALSE,5640
2018-01-08T00:00:00Z,31,0.01,5.1,1,TRUE,15821
2018-01-09T00:00:00Z,44,0,5.1,2,TRUE,25091
2018-01-10T00:00:00Z,43,0,3.9,3,TRUE,28252
2018-01-11T00:00:00Z,53,0,3.1,4,TRUE,33961
2018-01-12T00:00:00Z,61,0.54,0,5,TRUE,22254
2018-01-13T00:00:00Z,58,0.05,0,6,FALSE,17760
2018-01-14T00:00:00Z,25,0,0,0,FALSE,12399
2018-01-15T00:00:00Z,30,0,0,1,TRUE,17637
2018-01-16T00:00:00Z,36,0,0,2,TRUE,30278
2018-01-17T00:00:00Z,36,0.19,0,3,TRUE,19010
2018-01-18T00:00:00Z,32,0,0,4,TRUE,27662
2018-01-19T00:00:00Z,41,0,0,5,TRUE,30525
2018-01-20T00:00:00Z,52,0,0,6,FALSE,28507
2018-01-21T00:00:00Z,50,0,0,0,FALSE,27908
2018-01-22T00:00:00Z,49,0.01,0,1,TRUE,36865
2018-01-23T00:00:00Z,60,0.3,0,2,TRUE,28797
2018-01-24T00:00:00Z,44,0,0,3,TRUE,36078
2018-01-25T00:00:00Z,34,0,0,4,TRUE,31147
2018-01-26T00:00:00Z,38,0,0,5,TRUE,33073
2018-01-27T00:00:00Z,56,0,0,6,FALSE,34351
2018-01-28T00:00:00Z,55,0.21,0,0,FALSE,20101
2018-01-29T00:00:00Z,47,0,0,1,TRUE,36799
2018-01-30T00:00:00Z,36,0.11,0,2,TRUE,27996
2018-01-31T00:00:00Z,33,0,0,3,TRUE,31276
2018-02-01T00:00:00Z,45,0.05,0,4,TRUE,35561
2018-02-02T00:00:00Z,41,0.18,0,5,TRUE,26313
2018-02-03T00:00:00Z,31,0,0,6,FALSE,18385
2018-02-04T00:00:00Z,46,0.96,0,0,FALSE,13959
2018-02-05T00:00:00Z,40,0,0,1,TRUE,29068
2018-02-06T00:00:00Z,37,0,0,2,TRUE,34102
2018-02-07T00:00:00Z,45,0.85,0,3,TRUE,15289
2018-02-08T00:00:00Z,33,0,0,4,TRUE,31564
2018-02-09T00:00:00Z,39,0,0,5,TRUE,31567
2018-02-10T00:00:00Z,50,0.58,0,6,FALSE,16324
2018-02-11T00:00:00Z,62,1.21,0,0,FALSE,8809
2018-02-12T00:00:00Z,62,0,0,1,TRUE,35139
2018-02-13T00:00:00Z,38,0,0,2,TRUE,35189
2018-02-14T00:00:00Z,53,0.08,0,3,TRUE,39591
2018-02-15T00:00:00Z,62,0.16,0,4,TRUE,44193
2018-02-16T00:00:00Z,58,0.09,0,5,TRUE,29191
2018-02-17T00:00:00Z,40,0.52,0,6,FALSE,17921
2018-02-18T00:00:00Z,44,0.01,3.1,0,FALSE,21538
2018-02-19T00:00:00Z,49,0.04,0,1,TRUE,25677
2018-02-20T00:00:00Z,67,0,0,2,TRUE,44480
2018-02-21T00:00:00Z,78,0.06,0,3,TRUE,53115
2018-02-22T00:00:00Z,59,0.17,0,4,TRUE,27010
2018-02-23T00:00:00Z,42,0.06,0,5,TRUE,25634
2018-02-24T00:00:00Z,55,0.08,0,6,FALSE,25550
2018-02-25T00:00:00Z,44,0.73,0,0,FALSE,16150
2018-02-26T00:00:00Z,52,0,0,1,TRUE,42570
2018-02-27T00:00:00Z,56,0,0,2,TRUE,48516
2018-02-28T00:00:00Z,61,0,0,3,TRUE,50709
2018-03-01T00:00:00Z,60,0.38,0,4,TRUE,45564
2018-03-02T00:00:00Z,44,1.86,0,5,TRUE,6855
2018-03-03T00:00:00Z,49,0,0,6,FALSE,28364
2018-03-04T00:00:00Z,44,0,0,0,FALSE,25262
2018-03-05T00:00:00Z,43,0,0,1,TRUE,36774
2018-03-06T00:00:00Z,47,0,0,2,TRUE,42689
2018-03-07T00:00:00Z,39,1.41,0,3,TRUE,8188
2018-03-08T00:00:00Z,39,0,3.1,4,TRUE,28440
2018-03-09T00:00:00Z,42,0,2,5,TRUE,34912
2018-03-10T00:00:00Z,40,0,0,6,FALSE,25444
2018-03-11T00:00:00Z,45,0,0,0,FALSE,27597
2018-03-12T00:00:00Z,43,0.08,0,1,TRUE,36340
2018-03-13T00:00:00Z,40,0.28,0,2,TRUE,23137
2018-03-14T00:00:00Z,41,0.01,0,3,TRUE,35377
2018-03-15T00:00:00Z,48,0,0,4,TRUE,39574
2018-03-16T00:00:00Z,40,0,0,5,TRUE,34921
2018-03-17T00:00:00Z,48,0,0,6,FALSE,27672
2018-03-18T00:00:00Z,43,0,0,0,FALSE,25158
2018-03-19T00:00:00Z,47,0,0,1,TRUE,39278
2018-03-20T00:00:00Z,39,0,0,2,TRUE,35532
2018-03-21T00:00:00Z,39,0.99,0,3,TRUE,3755
2018-03-22T00:00:00Z,50,0.06,7.9,4,TRUE,27308
2018-03-23T00:00:00Z,49,0,1.2,5,TRUE,38528
2018-03-24T00:00:00Z,51,0,0,6,FALSE,34398
2018-03-25T00:00:00Z,45,0,0,0,FALSE,25562
2018-03-26T00:00:00Z,50,0,0,1,TRUE,40295
2018-03-27T00:00:00Z,47,0.01,0,2,TRUE,41354
2018-03-28T00:00:00Z,52,0.03,0,3,TRUE,42520
2018-03-29T00:00:00Z,53,0.03,0,4,TRUE,39293
2018-03-30T00:00:00Z,62,0.03,0,5,TRUE,34787
2018-03-31T00:00:00Z,58,0,0,6,FALSE,41794
2018-04-01T00:00:00Z,60,0,0,0,FALSE,33149
2018-04-02T00:00:00Z,43,0.59,5.1,1,TRUE,22063
2018-04-03T00:00:00Z,43,0.26,0,2,TRUE,25881
2018-04-04T00:00:00Z,56,0.04,0,3,TRUE,36753
2018-04-05T00:00:00Z,45,0,0,4,TRUE,39814
2018-04-06T00:00:00Z,62,0.11,0,5,TRUE,35624
2018-04-07T00:00:00Z,49,0,0,6,FALSE,33245
2018-04-08T00:00:00Z,46,0,0,0,FALSE,28410
2018-04-09T00:00:00Z,49,0,0,1,TRUE,40509
2018-04-10T00:00:00Z,51,0.01,0,2,TRUE,43051
2018-04-11T00:00:00Z,51,0,0,3,TRUE,48612
2018-04-12T00:00:00Z,63,0,0,4,TRUE,53168
2018-04-13T00:00:00Z,82,0,0,5,TRUE,63510
2018-04-14T00:00:00Z,77,0,0,6,FALSE,62597
2018-04-15T00:00:00Z,44,0.47,0,0,FALSE,20440
2018-04-16T00:00:00Z,60,2.82,0,1,TRUE,26289
2018-04-17T00:00:00Z,47,0,0,2,TRUE,44689
2018-04-18T00:00:00Z,55,0,0,3,TRUE,51110
2018-04-19T00:00:00Z,49,0.15,0,4,TRUE,38298
2018-04-20T00:00:00Z,50,0,0,5,TRUE,47052
2018-04-21T00:00:00Z,63,0,0,6,FALSE,63599
2018-04-22T00:00:00Z,67,0,0,0,FALSE,54284
2018-04-23T00:00:00Z,68,0,0,1,TRUE,57767
2018-04-24T00:00:00Z,66,0.05,0,2,TRUE,58527
2018-04-25T00:00:00Z,60,0.95,0,3,TRUE,31214
2018-04-26T00:00:00Z,70,0.1,0,4,TRUE,66077
2018-04-27T00:00:00Z,59,0.05,0,5,TRUE,39154
2018-04-28T00:00:00Z,68,0.1,0,6,FALSE,56745
2018-04-29T00:00:00Z,59,0.08,0,0,FALSE,44837
2018-04-30T00:00:00Z,51,0,0,1,TRUE,41075
2018-05-01T00:00:00Z,80,0,0,2,TRUE,72035
2018-05-02T00:00:00Z,90,0,0,3,TRUE,76773
2018-05-03T00:00:00Z,92,0.02,0,4,TRUE,69056
2018-05-04T00:00:00Z,84,0,0,5,TRUE,71199
2018-05-05T00:00:00Z,76,0,0,6,FALSE,63329
2018-05-06T00:00:00Z,66,0,0,0,FALSE,48993
2018-05-07T00:00:00Z,77,0,0,1,TRUE,68917
2018-05-08T00:00:00Z,74,0,0,2,TRUE,74313
2018-05-09T00:00:00Z,77,0,0,3,TRUE,78458
2018-05-10T00:00:00Z,66,0.25,0,4,TRUE,67455
2018-05-11T00:00:00Z,73,0,0,5,TRUE,75266
2018-05-12T00:00:00Z,63,0.22,0,6,FALSE,34535
2018-05-13T00:00:00Z,54,0.1,0,0,FALSE,25986
2018-05-14T00:00:00Z,71,0.03,0,1,TRUE,64729
2018-05-15T00:00:00Z,88,0.58,0,2,TRUE,52826
2018-05-16T00:00:00Z,64,0.34,0,3,TRUE,32766
2018-05-17T00:00:00Z,71,0.22,0,4,TRUE,49789
2018-05-18T00:00:00Z,67,0,0,5,TRUE,63113
2018-05-19T00:00:00Z,56,0.65,0,6,FALSE,18026
2018-05-20T00:00:00Z,81,0,0,0,FALSE,56949
2018-05-21T00:00:00Z,79,0,0,1,TRUE,71220
2018-05-22T00:00:00Z,68,0.29,0,2,TRUE,48508
2018-05-23T00:00:00Z,81,0.29,0,3,TRUE,72655
2018-05-24T00:00:00Z,83,0,0,4,TRUE,74810
2018-05-25T00:00:00Z,86,0,0,5,TRUE,69345
2018-05-26T00:00:00Z,89,0,0,6,FALSE,51597
2018-05-27T00:00:00Z,80,0.44,0,0,FALSE,25814
2018-05-28T00:00:00Z,69,0,0,1,TRUE,49043
2018-05-29T00:00:00Z,89,0,0,2,TRUE,69090
2018-05-30T00:00:00Z,78,0,0,3,TRUE,72321
2018-05-31T00:00:00Z,68,0.1,0,4,TRUE,55794
2018-06-01T00:00:00Z,81,0.27,0,5,TRUE,62877
2018-06-02T00:00:00Z,87,0.08,0,6,FALSE,60293
2018-06-03T00:00:00Z,66,0.25,0,0,FALSE,50045
2018-06-04T00:00:00Z,71,0.16,0,1,TRUE,58913
2018-06-05T00:00:00Z,75,0,0,2,TRUE,71912
2018-06-06T00:00:00Z,71,0,0,3,TRUE,69802
2018-06-07T00:00:00Z,71,0,0,4,TRUE,70483
2018-06-08T00:00:00Z,82,0,0,5,TRUE,72711
2018-06-09T00:00:00Z,83,0,0,6,FALSE,65250
2018-06-10T00:00:00Z,73,0.01,0,0,FALSE,41642
2018-06-11T00:00:00Z,73,0,0,1,TRUE,68078
2018-06-12T00:00:00Z,75,0,0,2,TRUE,76279
2018-06-13T00:00:00Z,78,0.04,0,3,TRUE,64292
2018-06-14T00:00:00Z,84,0,0,4,TRUE,75807
2018-06-15T00:00:00Z,76,0,0,5,TRUE,72422
2018-06-16T00:00:00Z,85,0,0,6,FALSE,63187
2018-06-17T00:00:00Z,91,0,0,0,FALSE,56228
2018-06-18T00:00:00Z,91,0.08,0,1,TRUE,63557
2018-06-19T00:00:00Z,88,0.07,0,2,TRUE,72170
2018-06-20T00:00:00Z,83,0.09,0,3,TRUE,74090
2018-06-21T00:00:00Z,83,0.59,0,4,TRUE,70052
2018-06-22T00:00:00Z,75,0.1,0,5,TRUE,71086
2018-06-23T00:00:00Z,66,0,0,6,FALSE,51031
2018-06-24T00:00:00Z,84,0,0,0,FALSE,55775
2018-06-25T00:00:00Z,81,0,0,1,TRUE,71752
2018-06-26T00:00:00Z,78,0,0,2,TRUE,80651
2018-06-27T00:00:00Z,73,0.01,0,3,TRUE,67698
2018-06-28T00:00:00Z,83,1.36,0,4,TRUE,50433
2018-06-29T00:00:00Z,89,0,0,5,TRUE,69864
2018-06-30T00:00:00Z,93,0,0,6,FALSE,54723
2018-07-01T00:00:00Z,96,0,0,0,FALSE,45266
2018-07-02T00:00:00Z,95,0,0,1,TRUE,58635
2018-07-03T00:00:00Z,92,0.01,0,2,TRUE,54884
2018-07-04T00:00:00Z,86,0,0,3,TRUE,48372
2018-07-05T00:00:00Z,90,0,0,4,TRUE,59476
2018-07-06T00:00:00Z,80,0.23,0,5,TRUE,49507
2018-07-07T00:00:00Z,78,0,0,6,FALSE,60918
2018-07-08T00:00:00Z,84,0,0,0,FALSE,60489
2018-07-09T00:00:00Z,87,0,0,1,TRUE,70067
2018-07-10T00:00:00Z,93,0,0,2,TRUE,72509
2018-07-11T00:00:00Z,88,0,0,3,TRUE,73018
2018-07-12T00:00:00Z,84,0.71,0,4,TRUE,74860
2018-07-13T00:00:00Z,84,0,0,5,TRUE,72121
2018-07-14T00:00:00Z,88,0.36,0,6,FALSE,62565
2018-07-15T00:00:00Z,83,0.64,0,0,FALSE,52295
2018-07-16T00:00:00Z,90,0,0,1,TRUE,67073
2018-07-17T00:00:00Z,88,2.24,0,2,TRUE,48497
2018-07-18T00:00:00Z,85,0,0,3,TRUE,75708
2018-07-19T00:00:00Z,83,0,0,4,TRUE,77993
2018-07-20T00:00:00Z,82,0,0,5,TRUE,74542
2018-07-21T00:00:00Z,79,0.63,0,6,FALSE,53655
2018-07-22T00:00:00Z,79,1.06,0,0,FALSE,44285
2018-07-23T00:00:00Z,80,0.17,0,1,TRUE,53077
2018-07-24T00:00:00Z,82,0.02,0,2,TRUE,69755
2018-07-25T00:00:00Z,77,0.73,0,3,TRUE,42990
2018-07-26T00:00:00Z,85,0.03,0,4,TRUE,71046
2018-07-27T00:00:00Z,86,0.25,0,5,TRUE,49221
2018-07-28T00:00:00Z,85,0,0,6,FALSE,61547
2018-07-29T00:00:00Z,82,0,0,0,FALSE,63480
2018-07-30T00:00:00Z,78,0.37,0,1,TRUE,69497
2018-07-31T00:00:00Z,82,0,0,2,TRUE,76277
2018-08-01T00:00:00Z,84,0.1,0,3,TRUE,64462
2018-08-02T00:00:00Z,86,0.51,0,4,TRUE,69705
2018-08-03T00:00:00Z,85,0.24,0,5,TRUE,61958
2018-08-04T00:00:00Z,84,0.74,0,6,FALSE,51200
2018-08-05T00:00:00Z,91,0,0,0,FALSE,58381
2018-08-06T00:00:00Z,92,0,0,1,TRUE,65677
2018-08-07T00:00:00Z,90,0.05,0,2,TRUE,64346
2018-08-08T00:00:00Z,90,0,0,3,TRUE,70573
2018-08-09T00:00:00Z,86,0.61,0,4,TRUE,71942
2018-08-10T00:00:00Z,86,0,0,5,TRUE,69599
2018-08-11T00:00:00Z,80,2.9,0,6,FALSE,36607
2018-08-12T00:00:00Z,84,0,0,0,FALSE,59835
2018-08-13T00:00:00Z,75,0.66,0,1,TRUE,44251
2018-08-14T00:00:00Z,82,0.79,0,2,TRUE,63686
2018-08-15T00:00:00Z,86,0,0,3,TRUE,73042
2018-08-16T00:00:00Z,88,0,0,4,TRUE,70773
2018-08-17T00:00:00Z,87,1.04,0,5,TRUE,63273
2018-08-18T00:00:00Z,85,0.07,0,6,FALSE,57233
2018-08-19T00:00:00Z,72,0.02,0,0,FALSE,45827
2018-08-20T00:00:00Z,74,0,0,1,TRUE,67458
2018-08-21T00:00:00Z,79,0.11,0,2,TRUE,75112
2018-08-22T00:00:00Z,82,0.72,0,3,TRUE,72505
2018-08-23T00:00:00Z,77,0,0,4,TRUE,73713
2018-08-24T00:00:00Z,82,0,0,5,TRUE,72750
2018-08-25T00:00:00Z,80,0,0,6,FALSE,64573
2018-08-26T00:00:00Z,83,0,0,0,FALSE,60819
2018-08-27T00:00:00Z,88,0,0,1,TRUE,67510
2018-08-28T00:00:00Z,94,0,0,2,TRUE,66536
2018-08-29T00:00:00Z,92,0,0,3,TRUE,65799
2018-08-30T00:00:00Z,90,0,0,4,TRUE,67810
2018-08-31T00:00:00Z,78,0.03,0,5,TRUE,58834
2018-09-01T00:00:00Z,78,0,0,6,FALSE,54295
2018-09-02T00:00:00Z,81,0,0,0,FALSE,60762
2018-09-03T00:00:00Z,90,0,0,1,TRUE,55024
2018-09-04T00:00:00Z,92,0,0,2,TRUE,68598
2018-09-05T00:00:00Z,89,0,0,3,TRUE,74924
2018-09-06T00:00:00Z,93,0.36,0,4,TRUE,70208
2018-09-07T00:00:00Z,75,0,0,5,TRUE,74549
2018-09-08T00:00:00Z,71,0.02,0,6,FALSE,58258
2018-09-09T00:00:00Z,62,0.45,0,0,FALSE,19934
2018-09-10T00:00:00Z,64,0.93,0,1,TRUE,23937
2018-09-11T00:00:00Z,74,0.02,0,2,TRUE,66518
2018-09-12T00:00:00Z,77,0.15,0,3,TRUE,53200
2018-09-13T00:00:00Z,76,0.13,0,4,TRUE,73987
2018-09-14T00:00:00Z,75,0,0,5,TRUE,74290
2018-09-15T00:00:00Z,80,0,0,6,FALSE,71158
2018-09-16T00:00:00Z,84,0,0,0,FALSE,69523
2018-09-17T00:00:00Z,79,0.01,0,1,TRUE,71314
2018-09-18T00:00:00Z,79,1.19,0,2,TRUE,53058
2018-09-19T00:00:00Z,81,0,0,3,TRUE,74348
2018-09-20T00:00:00Z,72,0,0,4,TRUE,76775
2018-09-21T00:00:00Z,72,0,0,5,TRUE,74916
2018-09-22T00:00:00Z,74,0,0,6,FALSE,69099
2018-09-23T00:00:00Z,66,0,0,0,FALSE,55462
2018-09-24T00:00:00Z,69,0,0,1,TRUE,71603
2018-09-25T00:00:00Z,73,1.95,0,2,TRUE,25416
2018-09-26T00:00:00Z,82,0.21,0,3,TRUE,67970
2018-09-27T00:00:00Z,72,0,0,4,TRUE,75335
2018-09-28T00:00:00Z,65,0.77,0,5,TRUE,57191
2018-09-29T00:00:00Z,72,0,0,6,FALSE,69304
2018-09-30T00:00:00Z,70,0,0,0,FALSE,66212
2018-10-01T00:00:00Z,76,0,0,1,TRUE,71365
2018-10-02T00:00:00Z,77,0.69,0,2,TRUE,73100
2018-10-03T00:00:00Z,74,0,0,3,TRUE,76724
2018-10-04T00:00:00Z,76,0.04,0,4,TRUE,70647
2018-10-05T00:00:00Z,71,0,0,5,TRUE,74497
2018-10-06T00:00:00Z,68,0,0,6,FALSE,57301
2018-10-07T00:00:00Z,79,0,0,0,FALSE,60517
2018-10-08T00:00:00Z,74,0,0,1,TRUE,57877
2018-10-09T00:00:00Z,77,0,0,2,TRUE,73709
2018-10-10T00:00:00Z,80,0,0,3,TRUE,76747
2018-10-11T00:00:00Z,77,0.84,0,4,TRUE,46528
2018-10-12T00:00:00Z,68,0.43,0,5,TRUE,67000
2018-10-13T00:00:00Z,55,0.1,0,6,FALSE,54316
2018-10-14T00:00:00Z,58,0,0,0,FALSE,53815
2018-10-15T00:00:00Z,68,0.05,0,1,TRUE,58397
2018-10-16T00:00:00Z,60,0.01,0,2,TRUE,65747
2018-10-17T00:00:00Z,61,0,0,3,TRUE,66898
2018-10-18T00:00:00Z,50,0,0,4,TRUE,60823
2018-10-19T00:00:00Z,60,0,0,5,TRUE,63988
2018-10-20T00:00:00Z,62,0.06,0,6,FALSE,55763
2018-10-21T00:00:00Z,51,0,0,0,FALSE,38760
2018-10-22T00:00:00Z,50,0,0,1,TRUE,57110
2018-10-23T00:00:00Z,63,0,0,2,TRUE,67207
2018-10-24T00:00:00Z,54,0,0,3,TRUE,63301
2018-10-25T00:00:00Z,51,0,0,4,TRUE,60749
2018-10-26T00:00:00Z,50,0,0,5,TRUE,59128
2018-10-27T00:00:00Z,51,1.27,0,6,FALSE,12996
2018-10-28T00:00:00Z,52,0.07,0,0,FALSE,42091
2018-10-29T00:00:00Z,56,0.03,0,1,TRUE,59203
2018-10-30T00:00:00Z,55,0,0,2,TRUE,64650
2018-10-31T00:00:00Z,64,0,0,3,TRUE,67479
2018-11-01T00:00:00Z,70,0,0,4,TRUE,73169
2018-11-02T00:00:00Z,72,0.22,0,5,TRUE,62922
2018-11-03T00:00:00Z,65,0.37,0,6,FALSE,48605
2018-11-04T00:00:00Z,55,0,0,0,FALSE,50226
2018-11-05T00:00:00Z,53,0.3,0,1,TRUE,32883
2018-11-06T00:00:00Z,59,0.68,0,2,TRUE,39672
2018-11-07T00:00:00Z,62,0,0,3,TRUE,67028
2018-11-08T00:00:00Z,56,0,0,4,TRUE,63474
2018-11-09T00:00:00Z,52,0.77,0,5,TRUE,36440
2018-11-10T00:00:00Z,50,0.03,0,6,FALSE,37461
2018-11-11T00:00:00Z,46,0,0,0,FALSE,36222
2018-11-12T00:00:00Z,49,0.04,0,1,TRUE,50567
2018-11-13T00:00:00Z,50,1.06,0,2,TRUE,36389
2018-11-14T00:00:00Z,43,0,0,3,TRUE,48922
2018-11-15T00:00:00Z,40,1.16,0,4,TRUE,24738
2018-11-16T00:00:00Z,45,0.31,3.9,5,TRUE,34168
2018-11-17T00:00:00Z,47,0,2,6,FALSE,37769
2018-11-18T00:00:00Z,44,0,0,0,FALSE,34189
2018-11-19T00:00:00Z,50,0,0,1,TRUE,53948
2018-11-20T00:00:00Z,47,0,0,2,TRUE,51172
2018-11-21T00:00:00Z,44,0,0,3,TRUE,39928
2018-11-22T00:00:00Z,28,0,0,4,TRUE,8718
2018-11-23T00:00:00Z,32,0,0,5,TRUE,15929
2018-11-24T00:00:00Z,49,0.97,0,6,FALSE,19859
2018-11-25T00:00:00Z,55,0.81,0,0,FALSE,34189
2018-11-26T00:00:00Z,53,0.85,0,1,TRUE,28817
2018-11-27T00:00:00Z,45,0.03,0,2,TRUE,49200
2018-11-28T00:00:00Z,42,0,0,3,TRUE,47656
2018-11-29T00:00:00Z,46,0,0,4,TRUE,50635
2018-11-30T00:00:00Z,43,0.02,0,5,TRUE,45380
2018-12-01T00:00:00Z,46,0.05,0,6,FALSE,37556
2018-12-02T00:00:00Z,56,0.59,0,0,FALSE,18195
2018-12-03T00:00:00Z,55,0,0,1,TRUE,53143
2018-12-04T00:00:00Z,46,0,0,2,TRUE,48280
2018-12-05T00:00:00Z,37,0,0,3,TRUE,46027
2018-12-06T00:00:00Z,40,0,0,4,TRUE,45864
2018-12-07T00:00:00Z,39,0,0,5,TRUE,43265
2018-12-08T00:00:00Z,36,0,0,6,FALSE,29550
2018-12-09T00:00:00Z,36,0,0,0,FALSE,27221
2018-12-10T00:00:00Z,39,0,0,1,TRUE,42724
2018-12-11T00:00:00Z,41,0,0,2,TRUE,46610
2018-12-12T00:00:00Z,41,0,0,3,TRUE,47036
2018-12-13T00:00:00Z,40,0.03,0,4,TRUE,40198
2018-12-14T00:00:00Z,51,0.1,0,5,TRUE,44189
2018-12-15T00:00:00Z,52,0.14,0,6,FALSE,35976
2018-12-16T00:00:00Z,46,1.43,0,0,FALSE,9746
2018-12-17T00:00:00Z,46,0.03,0,1,TRUE,44687
2018-12-18T00:00:00Z,40,0,0,2,TRUE,41150
2018-12-19T00:00:00Z,42,0,0,3,TRUE,43462
2018-12-20T00:00:00Z,47,0.22,0,4,TRUE,33580
2018-12-21T00:00:00Z,61,1.61,0,5,TRUE,23696
2018-12-22T00:00:00Z,54,0.02,0,6,FALSE,24628
2018-12-23T00:00:00Z,43,0,0,0,FALSE,21995
2018-12-24T00:00:00Z,43,0.12,0,1,TRUE,18731
2018-12-25T00:00:00Z,40,0,0,2,TRUE,11084
2018-12-26T00:00:00Z,43,0,0,3,TRUE,25144
2018-12-27T00:00:00Z,44,0,0,4,TRUE,30879
2018-12-28T00:00:00Z,60,1.15,0,5,TRUE,11921
2018-12-29T00:00:00Z,57,0,0,6,FALSE,28788
2018-12-30T00:00:00Z,40,0,0,0,FALSE,22328
2018-12-31T00:00:00Z,48,1.02,0,1,TRUE,18763
